employee_id,employee_name,employment_status,gender,age,age_band,division_of_origin,disability_status,education,department,department_key,cost_center,job_title,job_level,employment_type,location,location_key,join_date,exit_date,manager,monthly_gross_bdt,annual_total_reward_bdt,compa_ratio,goal_completion_percent,overall_performance_score,performance_rating,potential,promotion_readiness,leave_transactions,approved_leave_days,training_programs,training_hours,training_cost_bdt,average_training_feedback,average_pre_assessment,average_post_assessment,assessment_improvement,exit_type,exit_reason,regrettable_exit,tenure_at_exit_years
MG-GZP-PRD-0409,Hasan Karim,Active at FY2025 year-end,Male,31,25-34,Chattogram,No,HSC,Production,production,CC-101,Production Operator,Worker,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2018-06-14,,Md. Shahidul Islam,21000,294000,0.79245283,103.9,94.5,Exceeds Expectations,High,Ready Now,0,0.0,4,36.0,5456.0,4.4,61.5,79.25,17.75,,,,
MG-GZP-PRD-0415,Raisa Mahmud,Active at FY2025 year-end,Female,34,25-34,Rajshahi,No,Master,Production,production,CC-101,Senior Production Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-10-08,,Abdul Karim,67000,1000700,0.95714286,58,69.4,Partially Meets,Medium,Develop in Current Role,2,4.0,3,24.0,5035.0,4.37,67.0,80.0,13.0,,,,
MG-GZP-PRD-0439,Zahid Bhuiyan,Active at FY2025 year-end,Male,35,35-44,Rangpur,No,Master,Production,production,CC-101,Production Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-04-14,,Md. Shahidul Islam,99000,1366800,1.1,76.3,79.1,Meets Expectations,Medium,Ready in 1-2 Years,3,14.0,0,0.0,0.0,,,,,,,,
MG-GZP-PRD-0440,Shuvo Hasan,Active at FY2025 year-end,Male,36,35-44,Chattogram,No,Bachelor,Production,production,CC-101,Shift Supervisor,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-12-17,,Md. Shahidul Islam,69500,988000,0.99285714,112.4,101.3,Outstanding,High,Ready Now,3,9.0,1,3.0,379.0,4.0,60.0,72.0,12.0,,,,
MG-GZP-PRD-0456,Rafiq Haque,Active at FY2025 year-end,Male,33,25-34,Sylhet,No,Master,Production,production,CC-101,Shift Supervisor,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-05-12,,Md. Shahidul Islam,60000,834600,0.85714286,88.4,86.1,Meets Expectations,Medium,Ready in 1-2 Years,4,5.0,1,12.0,1640.0,4.1,50.0,50.0,0.0,,,,
MG-GZP-PRD-0460,Rifat Haque,Active at FY2025 year-end,Female,38,35-44,Dhaka,No,SSC,Production,production,CC-101,Machine Operator,Worker,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-08-29,,Abdul Karim,31500,425200,1.18867925,86.3,86.4,Meets Expectations,Medium,Ready in 1-2 Years,3,7.0,0,0.0,0.0,,,,,,,,
MG-GZP-PRD-0462,Tanvir Karim,Active at FY2025 year-end,Male,26,25-34,Rajshahi,No,HSC,Production,production,CC-101,Production Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-10-19,,Abdul Karim,32000,431000,0.87671233,90.7,84.2,Meets Expectations,Medium,Ready in 1-2 Years,2,6.0,0,0.0,0.0,,,,,,,,
MG-GZP-PRD-0488,Rafiq Hossain,Active at FY2025 year-end,Male,35,35-44,Khulna,No,Bachelor,Production,production,CC-101,Production Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-06-26,,Md. Shahidul Islam,41500,623600,0.80582524,102.8,92.5,Exceeds Expectations,Low,Develop in Current Role,1,7.0,1,6.0,2239.0,4.3,45.0,52.0,7.0,,,,
MG-GZP-PRD-0496,Nazmul Khatun,Active at FY2025 year-end,Male,47,45+,Dhaka,No,Trade Certificate,Production,production,CC-101,Production Operator,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-07-28,,Abdul Karim,22000,301000,0.83018868,109.2,99.8,Exceeds Expectations,Low,Develop in Current Role,0,0.0,2,20.0,1245.0,4.05,62.0,74.5,12.5,,,,
MG-GZP-PRD-0499,Md. Rahim Kabir,Active at FY2025 year-end,Male,25,25-34,Dhaka,No,HSC,Production,production,CC-101,Machine Operator,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-05-25,,Md. Shahidul Islam,25500,376000,0.96226415,86.5,90.7,Exceeds Expectations,Medium,Ready in 1-2 Years,1,3.0,1,12.0,1166.0,4.6,53.0,79.0,26.0,,,,
MG-GZP-PRD-0501,Shakil Sarker,Active at FY2025 year-end,Male,27,25-34,Mymensingh,No,Bachelor,Production,production,CC-101,Senior Production Officer,Senior Officer,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-09-22,,Md. Shahidul Islam,55000,742500,0.78571429,112,99.5,Exceeds Expectations,Medium,Ready in 1-2 Years,1,3.0,0,0.0,0.0,,,,,,,,
MG-GZP-PRD-0509,Nusrat Sarker,Active at FY2025 year-end,Female,42,35-44,Rangpur,No,Bachelor,Production,production,CC-101,Shift Supervisor,Senior Officer,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-02-27,,Abdul Karim,79000,1027000,1.12857143,85.8,83.8,Meets Expectations,High,Ready in 1-2 Years,2,3.0,3,20.0,2818.0,3.9,67.0,79.33,12.33,,,,
MG-GZP-PRD-0515,Zahid Akter,Active at FY2025 year-end,Male,41,35-44,Chattogram,No,Bachelor,Production,production,CC-101,Plant Operations Manager,Manager,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-10-16,,Abdul Karim,144500,1965800,1.03214286,98.9,91.8,Exceeds Expectations,High,Ready Now,3,6.0,1,6.0,1240.0,4.4,54.0,64.0,10.0,,,,
MG-GZP-PRO-0085,Mahmud Hossain,Active at FY2025 year-end,Male,30,25-34,Barishal,No,Bachelor,Procurement,procurement,CC-109,Procurement Officer,Officer,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-03-10,,Ahsan Habib,62500,812500,1.21359223,95.4,85.7,Meets Expectations,Medium,Ready in 1-2 Years,2,5.0,2,18.0,4283.0,3.9,49.5,66.0,16.5,,,,
MG-GZP-PRO-0088,Tareq Bhuiyan,Active at FY2025 year-end,Male,38,35-44,Dhaka,No,Bachelor,Procurement,procurement,CC-109,Sourcing Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-01-05,,Maliha Noor,55000,821000,1.06796117,89.5,85.4,Meets Expectations,High,Ready in 1-2 Years,3,4.0,1,6.0,1338.0,3.8,72.0,94.0,22.0,,,,
MG-GZP-PRO-0236,Riyad Kabir,Active at FY2025 year-end,Male,22,Under 25,Dhaka,No,HSC,Procurement,procurement,CC-109,Purchase Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-05-31,,Maliha Noor,36000,507000,0.98630137,98.3,92.7,Exceeds Expectations,Medium,Ready in 1-2 Years,2,5.0,4,28.0,6433.0,4.15,60.5,76.0,15.5,,,,
MG-GZP-PRO-0293,Nazmul Mia,Separated during FY2025,Male,,,,,,Procurement,procurement,CC-109,Procurement Manager,Manager,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-06-04,2025-12-28,Maliha Noor,,,,,,,,,4,11.0,1,12.0,1689.0,4.1,51.0,68.0,17.0,Voluntary,Health Reasons,No,3.57
MG-GZP-PRO-0308,Mehedi Jahan,Active at FY2025 year-end,Male,28,25-34,Rangpur,Yes,Bachelor,Procurement,procurement,CC-109,Sourcing Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2015-12-12,,Ahsan Habib,53000,768000,1.02912621,67.3,72.5,Partially Meets,Medium,Develop in Current Role,2,4.0,3,27.0,5250.0,4.2,61.0,72.0,11.0,,,,
MG-GZP-PRO-0333,Ahsan Hossain,Active at FY2025 year-end,Male,38,35-44,Rajshahi,No,Master,Procurement,procurement,CC-109,Vendor Management Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-08-10,,Maliha Noor,98500,1463800,1.09444444,122.1,106.2,Outstanding,Medium,Ready in 1-2 Years,4,20.0,2,16.0,3018.0,4.25,49.0,70.5,21.5,,,,
MG-GZP-PRO-0335,Rafiq Hasan,Active at FY2025 year-end,Male,28,25-34,Rajshahi,No,Bachelor,Procurement,procurement,CC-109,Purchase Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-03-11,,Ahsan Habib,30000,440700,0.82191781,88.5,91.2,Exceeds Expectations,High,Ready Now,2,2.0,5,39.0,8205.0,4.12,54.6,69.6,15.0,,,,
MG-GZP-PRO-0352,Shafiq Sarker,Separated during FY2025,Male,,,,,,Procurement,procurement,CC-109,Procurement Executive,Executive,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2018-11-25,2025-11-10,Ahsan Habib,,,,,,,,,3,14.0,4,34.0,5224.0,4.12,62.25,76.75,14.5,Voluntary,Better Career Opportunity,No,6.96
MG-GZP-QAS-0052,Lubna Ferdous,Separated during FY2025,Female,,,,,,Quality Assurance,quality_assurance,CC-106,QA Assistant,Junior Staff,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-04-07,2025-01-26,Dr. Samira Sultana,,,,,,,,,0,0.0,0,0.0,0.0,,,,,Involuntary,Retirement,No,4.8
MG-GZP-QAS-0091,Anika Alam,Active at FY2025 year-end,Female,25,25-34,Sylhet,No,Bachelor,Quality Assurance,quality_assurance,CC-106,QC Technician,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-11-14,,Ashikur Rahman,42500,616400,1.16438356,83.7,87.6,Meets Expectations,Medium,Ready in 1-2 Years,2,7.0,4,30.0,5015.0,4.25,56.75,73.25,16.5,,,,
MG-GZP-QAS-0110,Fahim Kabir,Active at FY2025 year-end,Male,25,25-34,Rangpur,No,Diploma,Quality Assurance,quality_assurance,CC-106,QA Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-09-14,,Ashikur Rahman,42000,611700,1.15068493,74.6,76.6,Partially Meets,Medium,Develop in Current Role,1,2.0,0,0.0,0.0,,,,,,,,
MG-GZP-QAS-0126,Mim Sarker,Active at FY2025 year-end,Female,39,35-44,Rajshahi,No,Trade Certificate,Quality Assurance,quality_assurance,CC-106,Quality Inspector,Worker,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-03-10,,Dr. Samira Sultana,31500,441000,1.18867925,117.8,103.7,Outstanding,Medium,Ready in 1-2 Years,1,3.0,0,0.0,0.0,,,,,,,,
MG-GZP-QAS-0138,Saiful Jahan,Active at FY2025 year-end,Male,36,35-44,Rajshahi,No,Bachelor,Quality Assurance,quality_assurance,CC-106,Quality Officer,Officer,Intern,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-06-10,,Ashikur Rahman,61000,854000,1.18446602,97.1,91.3,Exceeds Expectations,Low,Develop in Current Role,2,5.0,2,14.0,2766.0,4.2,55.0,64.0,9.0,,,,
MG-GZP-QAS-0140,Nayeem Noor,Active at FY2025 year-end,Male,26,25-34,Rajshahi,No,Diploma,Quality Assurance,quality_assurance,CC-106,QA Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-03-19,,Dr. Samira Sultana,34500,522600,0.94520548,81.2,77.5,Partially Meets,Medium,Develop in Current Role,1,3.0,5,29.0,8172.0,4.28,63.4,78.0,14.6,,,,
MG-GZP-QAS-0141,Ashik Akter,Active at FY2025 year-end,Male,24,Under 25,Rajshahi,No,Diploma,Quality Assurance,quality_assurance,CC-106,Quality Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-04-20,,Ashikur Rahman,63000,910600,1.22330097,62.7,70.4,Partially Meets,Low,Develop in Current Role,3,4.0,4,39.0,6256.0,4.4,61.75,79.0,17.25,,,,
MG-GZP-QAS-0148,Afroza Akter,Active at FY2025 year-end,Female,21,Under 25,Chattogram,No,Diploma,Quality Assurance,quality_assurance,CC-106,QA Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-06-27,,Dr. Samira Sultana,42000,588600,1.15068493,90.5,88.4,Meets Expectations,High,Ready in 1-2 Years,1,112.0,1,8.0,1974.0,3.6,65.0,75.0,10.0,,,,
MG-GZP-QAS-0168,Sadia Mahmud,Active at FY2025 year-end,Female,27,25-34,Chattogram,No,Trade Certificate,Quality Assurance,quality_assurance,CC-106,Lab Assistant,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-11-27,,Ashikur Rahman,27000,397500,1.01886792,92.8,89,Meets Expectations,High,Ready in 1-2 Years,1,1.0,1,6.0,1902.0,4.7,53.0,58.0,5.0,,,,
MG-GZP-QAS-0181,Tareq Akter,Active at FY2025 year-end,Male,38,35-44,Chattogram,No,Professional Certification,Quality Assurance,quality_assurance,CC-106,Senior Quality Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-07-05,,Ashikur Rahman,73500,1018500,1.05,102.5,93.3,Exceeds Expectations,Medium,Ready in 1-2 Years,3,7.0,1,3.0,724.0,4.5,62.0,73.0,11.0,,,,
MG-GZP-QAS-0277,Zahid Chowdhury,Active at FY2025 year-end,Male,46,45+,Chattogram,No,HSC,Quality Assurance,quality_assurance,CC-106,Quality Inspector,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-10-09,,Dr. Samira Sultana,29000,425700,1.09433962,114.4,105.1,Outstanding,Medium,Ready in 1-2 Years,1,4.0,4,30.0,6202.0,4.25,54.25,72.75,18.5,,,,
MG-GZP-QAS-0303,Rakib Rashid,Active at FY2025 year-end,Male,44,35-44,Khulna,No,SSC,Quality Assurance,quality_assurance,CC-106,Quality Inspector,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-10-08,,Dr. Samira Sultana,25500,363300,0.96226415,79.7,83.1,Meets Expectations,Medium,Ready in 1-2 Years,1,1.0,0,0.0,0.0,,,,,,,,
MG-GZP-QAS-0337,Asif Uddin,Active at FY2025 year-end,Male,29,25-34,Rajshahi,No,Diploma,Quality Assurance,quality_assurance,CC-106,QC Technician,Junior Staff,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-12-10,,Dr. Samira Sultana,33000,445500,0.90410959,75.7,77.3,Partially Meets,High,Develop in Current Role,1,4.0,3,26.0,3881.0,4.2,55.67,75.33,19.66,,,,
MG-GZP-QAS-0338,Tareq Rashid,Active at FY2025 year-end,Male,28,25-34,Mymensingh,No,Master,Quality Assurance,quality_assurance,CC-106,Quality Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2016-06-21,,Ashikur Rahman,43000,626500,0.83495146,94.3,89.6,Meets Expectations,Medium,Ready in 1-2 Years,0,0.0,2,12.0,1811.0,4.15,54.5,72.0,17.5,,,,
MG-GZP-QAS-0349,Nabila Jahan,Active at FY2025 year-end,Female,46,45+,Sylhet,No,Bachelor,Quality Assurance,quality_assurance,CC-106,Quality Manager,Manager,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-02-04,,Ashikur Rahman,144500,2069000,1.03214286,97.5,96.5,Exceeds Expectations,Medium,Ready in 1-2 Years,3,115.0,0,0.0,0.0,,,,,,,,
MG-GZP-QAS-0396,Maliha Hasan,Active at FY2025 year-end,Female,42,35-44,Sylhet,No,Bachelor,Quality Assurance,quality_assurance,CC-106,Regulatory Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-05-16,,Ashikur Rahman,108500,1611500,1.20555556,98.5,90.6,Exceeds Expectations,Medium,Ready in 1-2 Years,3,2.0,3,22.0,6319.0,4.63,67.67,86.33,18.66,,,,
MG-GZP-QAS-0410,Farzana Talukder,Active at FY2025 year-end,Female,51,45+,Rangpur,No,Master,Quality Assurance,quality_assurance,CC-106,Quality Manager,Manager,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-08-14,,Ashikur Rahman,151000,2153100,1.07857143,71.6,73.5,Partially Meets,Medium,Develop in Current Role,1,1.0,1,6.0,2177.0,4.5,65.0,70.0,5.0,,,,
MG-GZP-QAS-0420,Raisa Ahmed,Active at FY2025 year-end,Female,37,35-44,Rajshahi,No,Diploma,Quality Assurance,quality_assurance,CC-106,Quality Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-02-23,,Ashikur Rahman,46000,668300,0.89320388,97.4,90.9,Exceeds Expectations,Medium,Ready in 1-2 Years,1,1.0,1,8.0,535.0,3.7,41.0,48.0,7.0,,,,
MG-GZP-SAM-0012,Sadia Sultana,Active at FY2025 year-end,Female,29,25-34,Rajshahi,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Digital Marketing Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-03-16,,Farzana Rahman,97500,1400900,1.08333333,78.6,80.5,Meets Expectations,Low,Develop in Current Role,1,3.0,0,0.0,0.0,,,,,,,,
MG-GZP-SAM-0027,Mehedi Noor,Active at FY2025 year-end,Male,52,45+,Khulna,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Regional Sales Manager,Senior Manager,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-09-06,,Farzana Rahman,214000,3163300,0.99534884,66.9,76,Partially Meets,Medium,Develop in Current Role,0,0.0,2,10.0,3807.0,4.45,54.5,55.5,1.0,,,,
MG-GZP-SAM-0105,Faria Hasan,Active at FY2025 year-end,Female,35,35-44,Dhaka,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Brand Manager,Manager,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-01-31,,Farzana Rahman,158000,2173400,1.12857143,96.8,89.3,Meets Expectations,Medium,Ready in 1-2 Years,1,3.0,2,10.0,2065.0,4.3,54.5,80.5,26.0,,,,
MG-GZP-SAM-0109,Monir Khan,Active at FY2025 year-end,Male,32,25-34,Dhaka,No,HSC,Sales & Marketing,sales_and_marketing,CC-102,Sales Representative,Junior Staff,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-01-04,,Farzana Rahman,44000,572000,1.20547945,111.3,96.4,Exceeds Expectations,Medium,Ready in 1-2 Years,2,5.0,1,4.0,2210.0,5.0,59.0,74.0,15.0,,,,
MG-GZP-SAM-0142,Md. Rahim Talukder,Active at FY2025 year-end,Male,25,25-34,Chattogram,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Territory Sales Officer,Officer,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-07-14,,Tanvir Ahmed,65000,845000,1.26213592,74.5,80.3,Meets Expectations,Medium,Ready in 1-2 Years,1,1.0,7,56.0,10280.0,4.31,61.0,74.86,13.86,,,,
MG-GZP-SAM-0204,Sabbir Mia,Active at FY2025 year-end,Male,35,35-44,Rajshahi,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Senior Brand Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-01-10,,Tanvir Ahmed,64000,889000,0.91428571,92.8,90.4,Exceeds Expectations,Low,Develop in Current Role,2,2.0,4,44.0,5418.0,4.3,54.75,69.25,14.5,,,,
MG-GZP-SAM-0246,Mahmud Sarker,Active at FY2025 year-end,Male,38,35-44,Dhaka,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Brand Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2016-10-04,,Farzana Rahman,45000,654800,0.87378641,87.1,83.9,Meets Expectations,High,Ready in 1-2 Years,3,6.0,3,30.0,5425.0,4.57,72.33,87.0,14.67,,,,
MG-GZP-SAM-0264,Sabbir Chowdhury,Active at FY2025 year-end,Male,36,35-44,Khulna,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Sales Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-04-26,,Farzana Rahman,92000,1322800,1.02222222,86,78.5,Meets Expectations,Low,Develop in Current Role,1,1.0,2,12.0,2800.0,4.2,64.5,81.5,17.0,,,,
MG-GZP-SAM-0280,Rakib Ahmed,Active at FY2025 year-end,Male,38,35-44,Dhaka,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Territory Sales Officer,Officer,Probation,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2020-07-17,,Tanvir Ahmed,45000,607500,0.87378641,88.1,83.9,Meets Expectations,Medium,Ready in 1-2 Years,3,7.0,2,24.0,2790.0,4.25,57.5,69.5,12.0,,,,
MG-GZP-SAM-0284,Nazmul Talukder,Active at FY2025 year-end,Male,38,35-44,Dhaka,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Digital Marketing Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-05-05,,Farzana Rahman,115000,1706400,1.27777778,98.3,90.9,Exceeds Expectations,Medium,Ready in 1-2 Years,2,6.0,3,26.0,6132.0,4.33,61.0,74.67,13.67,,,,
MG-GZP-SAM-0350,Tanvir Chowdhury,Separated during FY2025,Male,,,,,,Sales & Marketing,sales_and_marketing,CC-102,Sales Representative,Junior Staff,,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-02-04,2025-02-15,Farzana Rahman,,,,,,,,,2,2.0,0,0.0,0.0,,,,,Voluntary,Better Career Opportunity,No,2.03
MG-GZP-SAM-0372,Asif Rashid,Active at FY2025 year-end,Male,36,35-44,Mymensingh,No,Professional Certification,Sales & Marketing,sales_and_marketing,CC-102,Digital Marketing Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-03-03,,Tanvir Ahmed,99000,1366800,1.1,101.9,95.6,Exceeds Expectations,High,Ready Now,3,7.0,1,8.0,646.0,3.5,45.0,61.0,16.0,,,,
MG-GZP-SAM-0388,Tareq Ahmed,Active at FY2025 year-end,Male,27,25-34,Barishal,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Senior Territory Officer,Senior Officer,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-09-18,,Tanvir Ahmed,66000,858000,0.94285714,115.2,101,Outstanding,High,Ready Now,2,5.0,3,26.0,5150.0,3.8,52.67,71.67,19.0,,,,
MG-GZP-SAM-0444,Monir Ferdous,Active at FY2025 year-end,Male,39,35-44,Khulna,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Senior Territory Officer,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-02-19,,Farzana Rahman,59500,828100,0.85,108.3,95.1,Exceeds Expectations,Low,Develop in Current Role,2,8.0,1,8.0,2183.0,4.3,66.0,77.0,11.0,,,,
MG-GZP-SCL-0014,Mahmud Hasan,Active at FY2025 year-end,Male,32,25-34,Chattogram,No,Master,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Supply Chain Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2019-11-19,,Rezaul Karim,82000,1221100,0.91111111,105.8,96.6,Exceeds Expectations,Medium,Ready in 1-2 Years,0,0.0,4,36.0,7279.0,4.47,55.5,72.75,17.25,,,,
MG-GZP-SCL-0026,Asif Alam,Active at FY2025 year-end,Male,41,35-44,Dhaka,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Warehouse Supervisor,Senior Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-03-14,,Mahmudul Hasan,70500,978300,1.00714286,87.1,86.5,Meets Expectations,High,Ready in 1-2 Years,2,5.0,5,44.0,9067.0,4.18,55.8,70.6,14.8,,,,
MG-GZP-SCL-0063,Md. Karim Noor,Active at FY2025 year-end,Male,33,25-34,Mymensingh,No,Master,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Planning Executive,Executive,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2021-04-03,,Mahmudul Hasan,104500,1547600,1.16111111,115.4,100.7,Outstanding,Medium,Ready in 1-2 Years,2,8.0,1,6.0,636.0,4.8,80.0,98.0,18.0,,,,
MG-GZP-SCL-0087,Tanvir Rahman,Active at FY2025 year-end,Male,34,25-34,Dhaka,No,Master,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Logistics Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2022-09-30,,Mahmudul Hasan,45500,636500,0.88349515,92.5,84,Meets Expectations,Medium,Ready in 1-2 Years,2,4.0,1,6.0,1451.0,5.0,78.0,98.0,20.0,,,,
MG-GZP-SCL-0090,Kamrul Mahmud,Active at FY2025 year-end,Male,46,45+,Dhaka,No,Professional Certification,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Senior Manager - Supply Chain,Senior Manager,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2023-09-18,,Mahmudul Hasan,242500,3448400,1.12790698,77.8,80.6,Meets Expectations,Low,Develop in Current Role,2,6.0,3,19.0,6446.0,4.5,67.33,84.67,17.34,,,,
MG-GZP-SCL-0160,Shafiq Sarker,Active at FY2025 year-end,Male,25,25-34,Dhaka,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Inventory Officer,Officer,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2018-10-14,,Mahmudul Hasan,57500,832500,1.11650485,105.4,102.1,Outstanding,Medium,Ready in 1-2 Years,3,6.0,3,36.0,6538.0,4.43,66.0,84.0,18.0,,,,
MG-GZP-SCL-0167,Priyanka Sultana,Active at FY2025 year-end,Female,21,Under 25,Rajshahi,No,HSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Dispatch Coordinator,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-07-16,,Rezaul Karim,40000,623400,1.09589041,91.9,86.5,Meets Expectations,Medium,Ready in 1-2 Years,3,7.0,6,47.0,10160.0,4.35,65.33,79.0,13.67,,,,
